,query,text,text_id,similarity,policy_id,page_id
12,nature-based solutions,"In fact, nature-based solutions to climate change can make a significant and cost-effective contribution to the global emission reductions needed by 2030 to hold warming to well below 2C. Nature-based solutions unlock the power of nature to reduce emissions in the atmosphere through things like planting trees, restoring grasslands and wetlands, and improving agricultural land management to capture and store much more carbon.",39545,0.5837417,31,51
13,nature-based solutions,mitigation and adaptation solutions.,255510,0.58064556,224,11
14,nature-based solutions,"In this project, a combination of hard and soft engineering solutions will be introduced which speak to the need for investments in both hard infrastructure where the physical dynamics of the system and adaptation timeframes constrain other options, as well as greener solutions which work with nature to enhance the innate resilience of natural systemsi.e, their ability to rebound from disturbance eventsso that vital ecosystem services in the form of food, clean water, physical protection and other supporting processes, continue to be delivered.",240939,0.57631534,209,115
15,nature-based solutions,- Intelligent solutions for energy consumers.,618293,0.56762624,535,73
16,nature-based solutions,- Intelligent solutions for energy consumers.,618311,0.56762624,535,73
17,nature-based solutions,Approach / Ecologically Sustainable Development,397836,0.56440234,312,69
18,nature-based solutions,"Canada and Mexico are co-leading work on nature-based solutions, which includes identifying innovative approaches for financing nature-based solutions.",39724,0.5601994,31,64
19,nature-based solutions,solutions conservation and adaptation solutions Develop marine resource conservation and adaptation solutions.,255940,0.55986214,225,21
20,nature-based solutions,"remedying environmental elements that constitute the environment, including soil, water, air, sound, light, living organisms, ecosystems and other physical forms.",1227559,0.5596616,1073,1
21,nature-based solutions,(a) land use methods that are compatible with the conservation of biological diversity.,71598,0.5574217,62,45
22,nature-based solutions,develop innovative solutions to the environmental problems.,455712,0.55702484,386,114
23,nature-based solutions,Innovative Solutions for a Living Planet,1600903,0.5565236,1521,1
24,nature-based solutions,"the Nature class monitoring, resilient solutions, continuity plans.",766780,0.5489739,649,220
25,nature-based solutions,"global solutions must be found, with due considerenvironment.",624526,0.54876506,536,25
26,nature-based solutions,"- science based combination of ecological, economic and social 6.",1583323,0.54808736,1499,6
27,nature-based solutions,Barefoot Environmental Solutions 10.,574577,0.5478183,496,79
28,nature-based solutions,"Such an approach must be cross-sectoral and multidisciplinary in nature, covering adaptation and mitigation.",748833,0.54669213,640,81
29,nature-based solutions,Solutions will generally be possible in line with sustainable development through taking measures that will minimize climate risks.,1067135,0.54638565,929,9
